CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI01141-2016;INSTITUTO DE QUIMICA;Avaliação da tecnologia Orbitrap para estudos em petroleômica: um enfoque em geoquímica.;Ciências Exatas e da Terra - Química;Sem Vínculo (Projeto Isolado);sim;não;BONIEK GONTIJO VAZ (DOCENTE - Coordenador), CARLA SANTOS DE FREITAS (DISCENTE - Colaborador), DENYS RIBEIRO DE OLIVEIRA COSTA (DISCENTE - Colaborador), GESSICA ADRIANA VASCONCELOS (DISCENTE - Colaborador);EM ANDAMENTO;18/04/2017;06/07/2016 a 06/07/2019;
PI01612-2016;ESCOLA DE AGRONOMIA;QUALIDADE DA ÁGUA NA FAZENDA E SUA INFLUENCIA NA QUALIDADE DO LEITE CRU REFRIGERADO NO ESTADO DE GOIÁS 2016/2017;Ciências Agrárias - Ciência e Tecnologia de Alimentos - Tecnologia de Alimentos - Tecnologia de Produtos de Origem Animal;Tipo de vínculo desconhecido;sim;não;ANNA PAULA MARQUES DOS SANTOS (SERVIDOR - Colaborador), AYSHA JUSSARA IVONILDE CARRIM (SERVIDOR - Colaborador), CELSO JOSE DE MOURA (DOCENTE - Coordenador), DEIVIS DE MORAES CARVALHO (SERVIDOR - Colaborador), FERNANDA REZENDE BORGES CARVALHO (DISCENTE - Colaborador), IGOR RODRIGUES TORRES PAOLINI (DISCENTE - Colaborador), INAYARA ANGELA PITALUGA MONTEIRO DE SOUZA GODOY (DISCENTE - Colaborador), ISABELLA PEREIRA LISBOA (DISCENTE - Colaborador), KALLYTA DIULLY MARIA VIEIRA (DISCENTE - Colaborador), MARIA ASSIMA BITTAR GONCALVES (DOCENTE - Colaborador), WANESSA BARROS PARAÍZO (DISCENTE - Colaborador);EM ANDAMENTO;14/07/2017;03/10/2016 a 31/12/2020;
PI0575-2016;INSTITUTO DE QUIMICA;DESIGN DE TECNOLOGIA ASSISTIVA PARA A EXPERIMENTAÇÃO NO ENSINO DE CIÊNCIAS: CONTRIBUIÇÕES PARA A FORMAÇÃO E AÇÃO DOCENTE;Ciências Humanas - Educação - Ensino-Aprendizagem - Tecnologia Educacional;Com Programa de Pós-graduação da UFG;sim;não;ANA CLARA CÂNDIDO RODRIGUES (DISCENTE - Colaborador), ANNA MARIA CANAVARRO BENITE (DOCENTE - Vice-coodernador), ARCANJO RODRIGUES DE MOURA (DISCENTE - Colaborador), BIANKA ALVES DE FARIA (DISCENTE - Colaborador), BRUNO MARTINS GOMES FARIA (DISCENTE - Colaborador), CLAUDIO ROBERTO MACHADO BENITE (DOCENTE - Coordenador), DANIELL RODRIGUES ALVES (DISCENTE - Colaborador), FERNANDA SILVA FERNANDES (DISCENTE - Colaborador), FLORISBELO MAGALHÃES RODOVALHO (DISCENTE - Colaborador), GUSTAVO AUGUSTO ASSIS FAUSTINO (DISCENTE - Colaborador), GUSTAVO NOBRE VARGAS (DISCENTE - Colaborador), JOSE WILSON LIMA NERYS (DOCENTE - Colaborador), JUVAN PEREIRA DA SILVA (SERVIDOR - Colaborador), RAMON JOSE DE SOUSA ARAUJO (DISCENTE - Colaborador), THAÍS DE SOUZA LIMA (EXTERNO - Colaborador);EM ANDAMENTO;02/04/2017;01/12/2016 a 31/12/2025;
PI01605-2016;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;ESTIMATIVA DE CUSTO DO PROGRAMA NACIONAL DE IMUNIZAÇÃO NA REGIÃO NORTE DO BRASIL;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Com Programa de Pós-graduação da UFG;sim;sim;CRISTIANA MARIA TOSCANO (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;02/08/2017;01/06/2016 a 31/12/2017;
PI0594-2016;FACULDADE DE CIENCIAS SOCIAIS;DINÂMICAS URBANO-METROPOLITANAS DA REGIÃO METROPOLITANA DE GOIÂNIA ;Ciências Sociais Aplicadas - Planejamento Urbano e Regional - Fundamentos do Planejamento Urbano e Regional - Política Urbana, Ciências Humanas - Geografia - Geografia Humana - Geografia Urbana, Ciências Humanas - Ciência Política - Políticas Públicas;Com Programa de Pós-graduação da UFG;sim;não;ADALENY DAYANNE SOUZA DE PAIVA (DISCENTE - Colaborador), ALEXANDRA EMANUELA NOVAIS SILVA (DISCENTE - Colaborador), ANTENOR JOSÉ DE PINHEIRO SANTOS (DISCENTE - Colaborador), CELENE CUNHA MONTEIRO A BARREIRA (DOCENTE - Colaborador), DEBORA FERREIRA DA CUNHA (DOCENTE - Coordenador), NUNO DA COSTA MARQUES (EXTERNO - Colaborador), WELLIDA CRISTINA PEREIRA (DISCENTE - Colaborador);EM ANDAMENTO;04/04/2017;20/04/2016 a 30/12/2019;
PI0472-2016;FACULDADE DE HISTORIA;A medicina monástica em Portugal (sécs. XII-XV);Ciências Humanas - História - História Antiga e Medieval;Com Programa de Pós-graduação da UFG;sim;não;DULCE OLIVEIRA AMARANTE DOS SANTOS (DOCENTE - Coordenador), LETÍCIA CARDOSO CARRIJO (DISCENTE - Colaborador), UIRES ROSA DE OLIVEIRA JUNIOR (DISCENTE - Colaborador);EM ANDAMENTO;26/03/2017;03/03/2016 a 31/08/2019;
PI01198-2016;UNID. ACAD. ESP./EDUCAÇÃO - CATALÃO;Sujeitos, Diretrizes Políticas, Formação Docente e  Práticas de Educação Especial e Inclusão Escolar em   Goiás.;Ciências Humanas - Psicologia - Psicologia do Ensino e da Aprendizagem - Ensino e Aprendizagem na Sala de Aula, Ciências Humanas - Educação - Planejamento e Avaliação Educacional - Política Educacional, Ciências Humanas - Educação - Tópicos Específicos de Educação - Educação Especial;Com Programa de Pós-graduação da UFG;sim;sim;ALINE MOREIRA MENDES MINDURI (DISCENTE - Bolsista), ALINNE RODRIGUES DA SILVEIRA (DISCENTE - Colaborador), BEATRIZ RIBEIRO ALELUIA PICOLINI (DISCENTE - Colaborador), CLÁUDIA MARIA FERREIRA CAMPOS (DISCENTE - Colaborador), CRISTIANE DA SILVA SANTOS (DOCENTE - Colaborador), DANIELA MARIA FERREIRA CAMPOS (DISCENTE - Colaborador), DULCERIA TARTUCI (DOCENTE - Coordenador), FERNANDA WELTER ADAMS (DISCENTE - Colaborador), HIGOR HEYDER DA COSTA PINTO (DISCENTE - Colaborador), JÓICE MACEDO VINHAL (DISCENTE - Colaborador), MARIA ALICE DE ARAÚJO (DISCENTE - Colaborador), MARIA APARECIDA BARBOSA DE NOVAIS (DISCENTE - Colaborador), MARIA MARTA LOPES FLORES (DOCENTE - Vice-coodernador), PAULA FERNANDES DE ASSIS CRIVELLO NEVES (DISCENTE - Colaborador), RAFAELA APARECIDA SILVA FERREIRA DINIZ (DISCENTE - Colaborador), ROSANA MARIA PURCINA DIAS (DISCENTE - Colaborador), ROSIMÁRIA ROSA DO NASCIMENTO EVANGELISTA (DISCENTE - Colaborador), SELMA SOARES DO NASCIMENTO (DISCENTE - Colaborador), ULISSES MARTINS DE AQUINO (DISCENTE - Bolsista), WELLINGTON JHONNER DIVINO BARBOSA DA SILVA (DOCENTE - Colaborador);EM ANDAMENTO;21/04/2017;05/12/2016 a 04/12/2020;
PI0886-2016;FACULDADE DE ODONTOLOGIA;A TERAPIA COM LASER DE BAIXA POTÊNCIA NO TRATAMENTO DA MUCOSITE ORAL EM PACIENTES COM CÂNCER DE CABEÇA E PESCOÇO SUBMETIDOS A RADIOTERAPIA E QUIMIOTERAPIA: ANÁLISE MOLECULAR E ECONÔMICA;Ciências da Saúde - Odontologia - Clínica Odontológica;Com Programa de Pós-graduação da UFG;sim;sim;ALLISSON FILIPE LOPES MARTINS (DISCENTE - Vice-coodernador), ANA PAULA GONÇALVES DE JESUS (DISCENTE - Colaborador), ANGÉLICA FERREIRA OTON LEITE (DOCENTE - Colaborador), CLAUDIO RODRIGUES LELES (DOCENTE - Colaborador), ELISMAURO FRANCISCO DE MENDONCA (DOCENTE - Coordenador), MARÍLIA OLIVEIRA MORAIS (DISCENTE - Colaborador), SEBASTIAO SILVERIO DE SOUSA NETO (DISCENTE - Colaborador);EM ANDAMENTO;14/04/2017;01/04/2016 a 30/10/2019;
PI01258-2016;FACULDADE DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;MODELO DINÂMICO  DE MENSURAÇÃO DA LIQUIDEZ: APLICAÇÃO NAS EMPRESAS DO ESTADO DE GOIÁS.;Ciências Sociais Aplicadas - Administração - Ciências Contábeis;Com Programa de Pós-graduação da UFG;sim;não;CLEYZER ADRIAN DA CUNHA (DOCENTE - Colaborador), ERCILIO ZANOLLA (DOCENTE - Coordenador), GUSTAVO ALMEIDA DE OLIVEIRA (DISCENTE - Colaborador), JULIANA FERREIRA DE CARVALHO (DISCENTE - Colaborador), LEANDRO BERNARDINO MARTINS PEREIRA (EXTERNO - Colaborador), LEONARDO SANTANA ALVES CAMARGO (DISCENTE - Colaborador), LIVIA JANAINA SILVA (DISCENTE - Colaborador), LUCIO DE SOUZA MACHADO (DOCENTE - Colaborador), MARÍLIA PARANAÍBA FERREIRA (DISCENTE - Colaborador), MATHEUS HENRIQUE DE BORJA (DISCENTE - Colaborador), MICHELE RILANY RODRIGUES MACHADO (DOCENTE - Vice-coodernador), MONIQUE GALVÃO DE FRANÇA (DISCENTE - Colaborador), RUBIA NARA DA SILVA (DISCENTE - Colaborador), VICTORIA MARIA RODRIGUES HOLANDA (DISCENTE - Colaborador), VITOR HUGO FELIX SOARES (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;31/05/2017;08/12/2016 a 07/12/2018;
PI01518-2016;UAE REJ ESTUDOS GEOGRÁFICOS;O Programa Produtores de Água no contexto do desenvolvimento rural do município de Rio Verde-GO ;Ciências Humanas - Geografia - Geografia Humana - Geografia Agrária;Com Programa de Pós-graduação da UFG;sim;sim;ADRIANO RODRIGUES DE OLIVEIRA (DOCENTE - Colaborador), ALECIO PERINI MARTINS (DOCENTE - Colaborador), EVANDRO CESAR CLEMENTE (DOCENTE - Coordenador), JOAO BATISTA PEREIRA CABRAL (DOCENTE - Colaborador), MAINARA DA COSTA BENINCA (DISCENTE - Colaborador), TATIANE RODRIGUES DE SOUZA (DISCENTE - Colaborador);EM ANDAMENTO;17/05/2017;30/08/2016 a 30/08/2020;
PI0425-2016;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;Capitais social, cultural e econômico e o desempenho escolar de estudantes de ciências: uma proposta para entender os processos dessa relação;Ciências Humanas - Educação - Fundamentos da Educação - Sociologia da Educação;Sem Vínculo (Projeto Isolado);sim;sim;ANNA MARIA CANAVARRO BENITE (DOCENTE - Colaborador), EVELINE BORGES VILELA RIBEIRO (DOCENTE - Coordenador), MARIA APARECIDA GOMES VIEIRA (DISCENTE - Colaborador), MATHEUS DE SOUZA LIMA RIBEIRO (DOCENTE - Colaborador), WALQUIRIA DUTRA DE OLIVEIRA (SERVIDOR - Colaborador), WESLEY FERNANDES VAZ (DOCENTE - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);21/03/2017;01/08/2016 a 01/12/2030;
PI01166-2016;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;A (RE) PRODUÇÃO DO CONHECIMENTO FEMINISTA NA ERA DIGITAL: EXPERIÊNCIAS MILITANTES E QUESTÕES SOBRE ATIVISMO E CIBERCULTURA.;Ciências Humanas - Sociologia - Outras Sociologias Específicas, Ciências Humanas - Ciência Política - Comportamento Político - Classes Sociais e Grupos de Interesse;Sem Vínculo (Projeto Isolado);sim;não;FABIANA JORDAO MARTINEZ (DOCENTE - Coordenador), LUISA CERQUEIRA CREDI DIO (DISCENTE - Colaborador);EM ANDAMENTO;03/05/2017;28/01/2016 a 31/12/2020;
PI01738-2016;INSTITUTO DE INFORMATICA;UC-SPACE: USER-CENTRIC PROGRAMMING OF SMART SPACES USING MODELS@RUNTIME AND CLOUD-ENABLED MOBILE DEVICES AND APPLICATIONS;Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação - Teleinformática;Com Programa de Pós-graduação da UFG;sim;não;BRUNO OLIVEIRA SILVESTRE (DOCENTE - Colaborador), EDIONAY DE SOUSA AGUIAR (DISCENTE - Colaborador), FABIO MOREIRA COSTA (DOCENTE - Coordenador), FILIPE BARROS DE OLIVEIRA (DISCENTE - Colaborador), JOAO LUCAS PACHECO ARAUJO BASTOS (DISCENTE - Colaborador), MARCELO BARROS DE AZEVEDO VIEIRA (DISCENTE - Colaborador), PAULO CESAR FERREIRA MELO (DISCENTE - Colaborador), RICARDO COUTO ANTUNES DA ROCHA (DOCENTE - Vice-coodernador), SERGIO TEIXEIRA DE CARVALHO (DOCENTE - Colaborador), VINÍCIUS BULHÕES DA SILVA LIMA (DISCENTE - Colaborador), YÉROM-DAVID BROMBERG (EXTERNO - Vice-coodernador);EM ANDAMENTO;13/09/2017;14/01/2016 a 01/08/2019;
PI01923-2016;INSTITUTO DE INFORMATICA;ACHOR - ADAPTIVE ENACTMENT OF SERVICE CHOREOGRAPHIES;Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação - Teleinformática;Tipo de vínculo desconhecido;sim;não;BRUNO OLIVEIRA SILVESTRE (DOCENTE - Colaborador), DOUGLAS BATTISTI (DISCENTE - Colaborador), DOUGLAS BERNARDES SILVA (DISCENTE - Colaborador), FABIO MOREIRA COSTA (DOCENTE - Coordenador), GEORGIOS BOULOUKAKIS (EXTERNO - Colaborador), HUMBERTO JOSE LONGO (DOCENTE - Colaborador), JÚNIO CÉSAR DE LIMA (DISCENTE - Colaborador), MARCELO RODRIGUES FORTES (DISCENTE - Colaborador), NIKOLAOS GEORGANTAS (EXTERNO - Vice-coodernador), PAULO CESAR FERREIRA MELO (DISCENTE - Colaborador), RICARDO COUTO ANTUNES DA ROCHA (DOCENTE - Vice-coodernador), SERGIO TEIXEIRA DE CARVALHO (DOCENTE - Colaborador);EM ANDAMENTO;07/02/2018;28/12/2016 a 31/08/2020;
PI0325-2016;ESCOLA DE VETERINARIA E ZOOTECNIA;RESPOSTAS FISIOLÓGICAS PÓS-ECLOSÃO E NA FASE PRÉ-INICIAL DE  FRANGOS ALIMENTADOS COM SORGO EXTRUSADO ;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Avaliação de Alimentos para Animais;Com Programa de Pós-graduação da UFG;sim;sim;CRISTIELLE NUNES SOUTO (DISCENTE - Colaborador), FABYOLA BARROS DE CARVALHO (DOCENTE - Coordenador), GEOVANE MARTINS CHAGAS (DISCENTE - Colaborador), HELOISA HELENA DE CARVALHO MELLO (DOCENTE - Colaborador), IGO GOMES GUIMARAES (DOCENTE - Colaborador), JOSE HENRIQUE STRINGHINI (DOCENTE - Colaborador), MARCOS BARCELLOS CAFE (DOCENTE - Colaborador), MILIANE ALVES DA COSTA (DISCENTE - Colaborador), NADJA SUSANA MOGYCA LEANDRO (DOCENTE - Vice-coodernador), PEDRO MORAES REZENDE (DISCENTE - Colaborador), REGINA FIALHO DE SOUSA (DISCENTE - Colaborador), SAULLO DIOGO DE ASSIS (DISCENTE - Colaborador);EM ANDAMENTO;15/03/2017;01/03/2016 a 31/12/2021;
PI02156-2016;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;AVALIAÇÃO DA INTERLEUCINA 32 (IL-32) NA PATOGÊNESE/CONTROLE DAS INFECÇÕES POR LEISHMANIA SPP, TRYPANOSOMA CRUZI E PARACOCCIDIOIDES BRASILIENSIS;Ciências Biológicas - Imunologia - Imunologia Celular;Tipo de vínculo desconhecido;sim;sim;ANA MARINA BARROSO DE FIGUEIREDO (DISCENTE - Colaborador), CELIA MARIA DE ALMEIDA SOARES (DOCENTE - Colaborador), CLAYTON LUIZ BORGES (DOCENTE - Colaborador), FATIMA RIBEIRO DIAS (DOCENTE - Coordenador), GRAZZIELLE GUIMARÃES DE MATOS (DISCENTE - Colaborador), JESSICA CRISTINA DOS SANTOS (DISCENTE - Colaborador), JOAO PAULO ARAUJO FERREIRA (DISCENTE - Colaborador), JULIANA REIS MACHADO E SILVA (DOCENTE - Colaborador), MATHEUS HENRIQUE DE SOUZA REIS (DISCENTE - Colaborador), MILTON ADRIANO PELLI DE OLIVEIRA (DOCENTE - Colaborador), MIRIAM CRISTINA LEANDRO (DOCENTE - Colaborador), MURIEL VILELA TEODORO SILVA (DISCENTE - Colaborador), PEDRO HUGO DINIZ GONCALVES (DISCENTE - Colaborador), RODRIGO SAAR GOMES (EXTERNO - Colaborador);EM ANDAMENTO;18/01/2018;01/08/2016 a 30/07/2021;
PI01855-2016;ESCOLA DE MUSICA E ARTES CENICAS;e-Arte/Educação Crítica no Ciberespaço;Lingüística, Letras e Artes - Artes - Educação Artística;Com Programa de Pós-graduação da UFG;sim;não;ANA DA COSTA MARTINS REZENDE (DISCENTE - Colaborador), ANNA MAE TAVARES BASTOS BARBOSA (EXTERNO - Colaborador), CARMELINDA SOARES GUIMARAES (DOCENTE - Colaborador), FERNANDA PEREIRA DA CUNHA (DOCENTE - Coordenador), JOÃO MARCOS DE SOUZA SILVA (DISCENTE - Colaborador), REBECA GONÇALVES PEREIRA (DISCENTE - Colaborador), RICKESTILLEY GALVÃO DE MELO (DISCENTE - Colaborador), SAINY COELHO BORGES VELOSO (DOCENTE - Colaborador), VANESSA CARLA BERTOLINI (DOCENTE - Colaborador);EM ANDAMENTO;01/11/2017;02/03/2016 a 30/12/2020;
PI0269-2016;FACULDADE DE CIENCIAS SOCIAIS;CATOLICISMO CONTEMPORÂNEO: UMA ABORDAGEM SOCIOLÓGICA;Ciências Humanas - Sociologia - Outras Sociologias Específicas;Com Programa de Pós-graduação da UFG;sim;sim;BRUNNA DIAS CARDOSO (DISCENTE - Colaborador), FLAVIO MUNHOZ SOFIATI (DOCENTE - Coordenador), IRIANE RIBEIRO DOS SANTOS (DISCENTE - Colaborador), RODRIGO AUGUSTO LEAO CAMILO (DISCENTE - Colaborador);EM ANDAMENTO;10/03/2017;01/01/2016 a 01/08/2021;
PI01575-2016;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;A EDUCAÇÃO FINANCEIRA NA EDUCAÇÃO BÁSICA PÚBLICA DE GOIÁS;Ciências Humanas - Educação;Com Programa de Pós-graduação da UFG;sim;não;FREDERICO AUGUSTO TOTI (DOCENTE - Coordenador), MICHELE SILVA SACARDO (DOCENTE - Vice-coodernador);EXCLUÍDO;16/06/2017;08/02/2016 a 30/03/2018;
PI02079-2016;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;Dinâmica não linear de cascas e painéis cilíndricos: modelos de baixa dimensão, interação fluido-estrutura, imperfeição geométrica, aleatoriedades e materiais avançados;Engenharias - Engenharia Civil - Estruturas - Mecânica das Estruturas;Com Programa de Pós-graduação da UFG;sim;não;EULHER CHAVES CARVALHO (EXTERNO - Colaborador), FREDERICO MARTINS ALVES DA SILVA (DOCENTE - Coordenador), KAIO CÉSAR BORGES BENEDETTI (DISCENTE - Colaborador), PATRÍCIA CORRÊA RODRIGUES (DISCENTE - Colaborador), PAULO BATISTA GONÇALVES (EXTERNO - Colaborador), RENATA MACHADO SOARES (DOCENTE - Colaborador), WANCLAINE ALMEIDA VAZ DA SILVA (DISCENTE - Colaborador), ZENON JOSE GUZMAN DEL PRADO (DOCENTE - Colaborador);EM ANDAMENTO;20/12/2017;01/08/2016 a 31/12/2020;
PI0247-2016;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;Desenvolvimento de uma ferramenta numérica para análise do comportamento hidromecânico de barragens de rejeito de mineração;Engenharias - Engenharia Civil - Geotécnica - Obras de Terra e Enrocamento;Com Programa de Pós-graduação da UFG;sim;não;GILSON DE FARIAS NEVES GITIRANA JUNIOR (DOCENTE - Coordenador), GUSTAVO PORTO DE REZENDE (DISCENTE - Colaborador), JOÃO PAULO TAVARES SOUZA (DISCENTE - Colaborador), LARISSA RAYMUNDO DA SILVA (DISCENTE - Colaborador), LEONARDO NUNES DE CASTRO VIEIRA (DISCENTE - Colaborador), LUIZ FELIPE RAMOS VARRONE (DISCENTE - Colaborador), MARCIA MARIA DOS ANJOS MASCARENHA (DOCENTE - Colaborador), NICOLAS RODRIGUES MOURA (DISCENTE - Colaborador), TALES EMANUEL SILVA BERNARDINO (DISCENTE - Colaborador);EM ANDAMENTO;08/03/2017;10/03/2016 a 09/03/2021;
PI02926-2016;INSTITUTO DE CIENCIAS BIOLOGICAS;Pesquisa e desenvolvimento de tecnologias educacionais digitais no contexto da educação continuada, diversidade e inclusão.;Outras - Multidisciplinar;Sem Vínculo (Projeto Isolado);sim;não;GILSON OLIVEIRA BARRETO (DOCENTE - Coordenador);EM ANDAMENTO;11/10/2018;03/05/2016 a 20/12/2020;
PI0806-2016;INSTITUTO DE MATEMATICA E ESTATISTICA;TEORIA E MÉTODOS EM OTIMIZAÇÃO CONTINUA COM APLICAÇÃO À TEORIA DE MUDANÇA;Ciências Exatas e da Terra - Matemática - Matemática Aplicada;Tipo de vínculo desconhecido;sim;não;ABIEL COSTA MACEDO (DOCENTE - Colaborador), GLAYDSTON DE CARVALHO BENTO (DOCENTE - Coordenador);EM ANDAMENTO;12/04/2017;20/12/2016 a 31/12/2021;
PI0279-2016;FACULDADE DE LETRAS;Subjetividade, lirismo e contemporaneidade: estudos críticos da poesia brasileira e portuguesa (2a. etapa);Lingüística, Letras e Artes - Letras - Literatura Comparada;Com Programa de Pós-graduação da UFG;sim;não;EBE MARIA DE LIMA SIQUEIRA (EXTERNO - Colaborador), ELIS REGINA CASTRO ARAUJO (DISCENTE - Colaborador), FABRICIO CARLOS CLEMENTE (DISCENTE - Colaborador), GABRIELLA DE MOURA GOMES (DISCENTE - Colaborador), GOIANDIRA DE FATIMA ORTIZ DE CAMARGO (DOCENTE - Coordenador), ISABELLA DOS SANTOS LIMA (DISCENTE - Colaborador), JAMESSON BUARQUE DE SOUZA (DOCENTE - Vice-coodernador), LEANDRO BERNARDO GUIMARAES (DISCENTE - Colaborador), LUANA UCHÔA TORRES (DISCENTE - Colaborador), MARÍLIA STEGER CONSUELO MENDES (DISCENTE - Colaborador), MIGUEL D`ABADIA RAMOS JUBÉ JÚNIOR (DISCENTE - Colaborador), MURILO AMARAL DO PRADO CASTRO (DISCENTE - Colaborador), VINÍCIUS NOGUEIRA (DISCENTE - Colaborador), YASMEEN PEREIRA DA CUNHA (DISCENTE - Aluno em Atividade Curricular);EM ANDAMENTO;12/03/2017;01/08/2016 a 31/08/2019;
PI01300-2016;FACULDADE DE FILOSOFIA;POLÍTICAS DE REGULAÇÃO DE EMPRESAS TRANSNACIONAIS POR VIOLAÇÕES AOS DIREITOS HUMANOS NA AMÉRICA LATINA;Ciências Humanas - Filosofia - Ética;Com Programa de Pós-graduação da UFG;sim;não;FELIPE MAGALHAES BAMBIRRA (DOCENTE - Colaborador), FERNANDA BUSANELLO FERREIRA (DOCENTE - Colaborador), HELENA ESSER DOS REIS (DOCENTE - Coordenador), ILANA PATRICIA NUNES SEABRA DE OLIVEIRA (DISCENTE - Colaborador), LUCIANA GONCALVES TIBIRICA (DOCENTE - Colaborador), MARDEN REIS DE ABREU (DISCENTE - Colaborador), MAURIDES BATISTA DE MACEDO FILHA (DOCENTE - Colaborador), MAURO MACHADO DO PRADO (DOCENTE - Colaborador), PEDRO PAULO DAMACENA E SILVA (DISCENTE - Colaborador), RENATO ARAÚJO (DISCENTE - Colaborador), SAULO DE OLIVEIRA PINTO COELHO (DOCENTE - Colaborador), TIAGO DUCATTI DE OLIVEIRA E SILVA (DISCENTE - Colaborador);EM ANDAMENTO;03/05/2017;01/04/2016 a 31/12/2018;
PI01128-2016;FACULDADE DE ENFERMAGEM;Epidemiologia das infecções sexualmente transmissíveis em população empobrecida em Aparecida de Goiânia: cenário, diagnóstico e contribuições as políticas de saúde para enfrentamento das iniquidades em saúde  ;Ciências da Saúde - Enfermagem - Enfermagem de Doenças Contagiosas;Com Programa de Pós-graduação da UFG;sim;sim;CARMEN LUCI R LOPES (DOCENTE - Colaborador), CHRISTIANE MOREIRA SOUZA (DISCENTE - Colaborador), GABRIELA CAVALCANTE ALBERNAZ (DISCENTE - Colaborador), HELIO GALDINO JUNIOR (DOCENTE - Coordenador), JORDANA RÚBIA SOUZA SANTOS (DISCENTE - Colaborador), LARA ARCIPRETI BOEL SOUZA (DISCENTE - Colaborador), LARA CRISTINA DA CUNHA GUIMARAES SILVA (DISCENTE - Colaborador), LILIAN VARANDA PEREIRA (DOCENTE - Colaborador), MARCOS ANTONIO DA SILVA E SILVA (DISCENTE - Colaborador), MARISE RAMOS DE SOUZA (DOCENTE - Colaborador), NATHANY ALVES DOMINGUES (DISCENTE - Colaborador), RUTH MINAMISAVA (DOCENTE - Colaborador), SANDRA MARIA BRUNINI DE SOUZA (DOCENTE - Vice-coodernador), VANESSA ELIAS DA CUNHA (DISCENTE - Colaborador);EM ANDAMENTO;02/05/2018;15/08/2016 a 31/12/2023;
PI01803-2016;ESCOLA DE VETERINARIA E ZOOTECNIA;Avaliação do efeito de um cobre quelatado na dieta de frango de corte;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Avaliação de Alimentos para Animais;Tipo de vínculo desconhecido;sim;sim;ALESSANDRA GIMENEZ MASCARENHAS (DOCENTE - Colaborador), HELDER FREITAS DE OLIVEIRA (DISCENTE - Colaborador), HELOISA HELENA DE CARVALHO MELLO (DOCENTE - Coordenador), HELTON FREIRES OLIVEIRA (SERVIDOR - Colaborador), HYORRARA LEAL OLIVEIRA (DISCENTE - Colaborador), JOSE HENRIQUE STRINGHINI (DOCENTE - Vice-coodernador), MARCOS BARCELLOS CAFE (DOCENTE - Colaborador), MARYELLE DURÃES DE OLIVEIRA (DISCENTE - Colaborador), PATRICIA BARBOSA ARAUJO (DISCENTE - Colaborador);EM ANDAMENTO;25/04/2018;01/03/2016 a 01/08/2020;
PI01000-2016;FACULDADE DE HISTORIA;Mito e Performance: interfaces na formação do professor de história;Ciências Humanas - História - História do Brasil - História do Brasil República, Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Com Programa de Pós-graduação da UFG;sim;não;DIOGO MAROJA RIBEIRO (DISCENTE - Bolsista), HELOISA SELMA FERNANDES CAPEL (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;17/04/2017;11/03/2016 a 11/08/2018;
PI0328-2016;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;INSERÇÃO DAS PRÁTICAS CORPORAIS DE AVENTURA NA NATUREZA NA EDUCAÇÃO FÍSICA ESCOLAR;Ciências da Saúde - Educação Física;Sem Vínculo (Projeto Isolado);sim;não;HUMBERTO LUIS DE DEUS INACIO (DOCENTE - Coordenador), THIAGO MENDONCA DE SAO JOSE (DISCENTE - Colaborador);EM ANDAMENTO;23/03/2017;01/08/2016 a 31/12/2018;
