CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI03063-2017;ESCOLA DE AGRONOMIA;Utilização de Plantas Alimentícias não convencionais (PANC) na formulação de alimentos;Ciências Agrárias - Ciência e Tecnologia de Alimentos - Tecnologia de Alimentos;Com Programa de Pós-graduação da UFG;não;não;FABIANA DANIELLA DE ARAUJO BORGES MENEZES (DISCENTE - Colaborador), IZABEL DE PAULA DUARTE ALVES (DISCENTE - Colaborador), MONICK CRISTINA BRAGA (DISCENTE - Colaborador), TATIANNE FERREIRA DE OLIVEIRA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);03/12/2018;01/03/2017 a 31/12/2020;
PI01314-2017;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;O CRISTIANISMO:  concretizações históricas ;Ciências Humanas - História;Sem Vínculo (Projeto Isolado);não;não;TERESINHA MARIA DUARTE (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);04/05/2017;01/08/2006 a 31/12/2020;
PI01946-2017;ESCOLA DE MUSICA E ARTES CENICAS;ESTUDO SOBRE A IMPROVISAÇÃO RÍTMICA MUSICAL NA FORMAÇÃO DO MUSICOTERAPEUTA     ;Lingüística, Letras e Artes - Artes - Música;Com Programa de Pós-graduação da UFG;não;sim;EDUARDO JOSE TAVARES LOPES (DOCENTE - Vice-coodernador), TEREZA RAQUEL DE MELO ALCANTARA SILVA (DOCENTE - Coordenador);FINALIZADO;30/11/2017;23/04/2017 a 30/03/2018;
PI01947-2017;ESCOLA DE MUSICA E ARTES CENICAS;A TERAPIA VIBROACÚSTICA APLICADA NO PERÍODO DE DESINSTOXICAÇÃO EM PORTADORES DE DEPENDÊNCIA QUÍMICA POR MEIO DA EXPERIÊNCIA RECEPTIVA DA MUSICOTERAPIA  ;Lingüística, Letras e Artes - Artes - Música;Com Programa de Pós-graduação da UFG;não;não;ANDRESSA TOLÊDO TEIXEIRA (DISCENTE - Colaborador), EDUARDO JOSÉ TAVARES LOPES (EXTERNO - Vice-coodernador), TEREZA RAQUEL DE MELO ALCANTARA SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);06/12/2018;24/04/2017 a 30/03/2019;
PI01798-2017;FACULDADE DE ODONTOLOGIA;Avaliação da morfologia superficial de pontas diamantadas antes e após a realização de preparos cavitários, tratamentos superficiais da smear layer formada e influência da associação da reutilização das pontas diamantadas e de sistemas adesivos (convencional e autocondicionante) quanto a resistência à união e interface adesiva;Ciências da Saúde - Odontologia - Clínica Odontológica;Com Programa de Pós-graduação da UFG;não;sim;AMANDA PEDROSA OLIVEIRA (DISCENTE - Colaborador), ERICA MIRANDA DE TORRES (DOCENTE - Colaborador), FRANCISCO ANTONIO UCHOA JUNIOR (DISCENTE - Colaborador), JOAO BATISTA DE SOUZA (DOCENTE - Vice-coodernador), TAINAH COSTA FIRMIANO (DISCENTE - Colaborador), TEREZINHA DE JESUS ESTEVES BARATA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);06/10/2017;01/06/2017 a 31/12/2019;
PV0858-2017;INSTITUTO DE FISICA;Estudo de Propriedades Moleculares em Fase Gasosa e em Solução;Ciências Exatas e da Terra - Física;Com Grupo de Pesquisa;não;não;GUILHERME COLHERINHAS DE OLIVEIRA (DOCENTE - Colaborador), HERBERT DE CASTRO GEORG (DOCENTE - Colaborador), LEONARDO BRUNO ASSIS OLIVEIRA (DOCENTE - Colaborador), MARCOS ANTONIO DE CASTRO (DOCENTE - Colaborador), RENATO BORGES PONTES (DOCENTE - Colaborador), SALVIANO DE ARAUJO LEAO (DOCENTE - Colaborador), TERTIUS LIMA DA FONSECA (DOCENTE - Coordenador);EM ANDAMENTO;13/04/2017;13/04/2017 a 31/12/2030;
PI0333-2017;FACULDADE DE LETRAS;A TRADUÇÃO DE TEXTO ACADÊMICO PARA A LÍNGUA BRASILEIRA DE SINAIS:   aspectos processuais da tradução intermodal.  ;Lingüística, Letras e Artes - Letras - Outras Literaturas Vernáculas;Com Programa de Pós-Graduação de Outra IES;não;sim;THAIS FLEURY AVELAR (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);15/03/2017;03/08/2015 a 05/08/2019;
PV0959-2017;INSTITUTO DE MATEMATICA E ESTATISTICA;Formalizações em Linguagem de Ordem Superior com o auxílio do assistente de prova PVS;Ciências Exatas e da Terra - Matemática - Matemática Aplicada, Ciências Exatas e da Terra - Ciência da Computação - Teoria da Computação;Com Grupo de Pesquisa;não;não;ANDRE CAMAPUM CARVALHO DE FREITAS (DISCENTE - Colaborador), ANDRÉIA BORGES AVELAR DA SILVA (EXTERNO - Vice-coodernador), ANDRE LUIZ GALDINO (DOCENTE - Colaborador), DANIEL LIMA VENTURA (DOCENTE - Colaborador), THAYNARA ARIELLY DE LIMA (DOCENTE - Coordenador);EM ANDAMENTO;17/04/2017;01/04/2017 a 31/07/2021;
PV0284-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Estimativas do estoque de carbono da parte aérea de árvores individuais de teca ;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal - Dendrometria e Inventário Florestal;Com Grupo de Pesquisa;não;não;INGRID MARTINS SOARES (DISCENTE - Colaborador), THELMA SHIRLEN SOARES (DOCENTE - Coordenador), VITOR MOREIRA GUIMARAES (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;13/03/2017;01/03/2017 a 31/12/2017;
PV0286-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Influência do número de árvores na determinação da relação hipsométrica para clones de eucalipto;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal - Dendrometria e Inventário Florestal;Com Grupo de Pesquisa;não;não;EDMILSON SANTOS CRUZ (DOCENTE - Colaborador), INGRID MARTINS SOARES (DISCENTE - Colaborador), THELMA SHIRLEN SOARES (DOCENTE - Coordenador), VITOR MOREIRA GUIMARAES (DISCENTE - Colaborador);AGUARDANDO PRORROGAÇÃO;13/03/2017;01/05/2017 a 31/07/2019;
PV01411-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Estimativas do estoque de carbono da parte aérea de árvores individuais de teca;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal - Dendrometria e Inventário Florestal;Com Grupo de Pesquisa;não;não;INGRID MARTINS SOARES (DISCENTE - Colaborador), THELMA SHIRLEN SOARES (DOCENTE - Coordenador), VITOR MOREIRA GUIMARAES (DISCENTE - Colaborador);EXCLUÍDO;13/03/2017;01/03/2017 a 31/03/2017;
PI01483-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;DETERMINAÇÃO DA DENSIDADE MINERAL ÓSSEA EM CÃES;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Radiologia de Animais;Sem Vínculo (Projeto Isolado);não;sim;ADRIANA CASTRO DE JESUS (DISCENTE - Colaborador), CASSIO APARECIDO PEREIRA FONTANA (DOCENTE - Vice-coodernador), FÁBIO FERNANDES BRUNO FILHO (DISCENTE - Colaborador), IZABELLA MENDONCA BARROS (DISCENTE - Colaborador), MÁRIO JEFFERSON QUIRINO LOUZADA (EXTERNO - Colaborador), THIAGO ANDRE CARREO COSTA (DOCENTE - Coordenador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);24/01/2018;02/05/2017 a 31/12/2020;
PI02161-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;DETERMINAÇÃO DA DENSITOMETRIA MINERAL ÓSSEA EM GATOS;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Radiologia de Animais;Sem Vínculo (Projeto Isolado);não;sim;ADRIANA CASTRO DE JESUS (DISCENTE - Colaborador), CASSIO APARECIDO PEREIRA FONTANA (DOCENTE - Vice-coodernador), FÁBIO FERNANDES BRUNO FILHO (DISCENTE - Colaborador), IZABELLA MENDONCA BARROS (DISCENTE - Colaborador), MÁRIO JEFFERSON QUIRINO LOUZADA (EXTERNO - Colaborador), THIAGO ANDRE CARREO COSTA (DOCENTE - Coordenador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);24/01/2018;02/05/2017 a 31/12/2020;
PI01652-2017;UNID.ACAD.ESP/CIENC SOCIAIS APLIC-GOIA;POR UM ACESSO AOS DIREITOS DAS CRIANÇAS E ADOLESCENTES: A ATUAÇÃO DOS CONSELHEIROS TUTELARES NO MUNICÍPIO DE GOIÁS-GO ;Ciências Sociais Aplicadas - Serviço Social - Serviço Social Aplicado - Serviço Social do Trabalho, Ciências Sociais Aplicadas - Serviço Social - Serviço Social Aplicado - Serviço Social da Saúde;Sem Vínculo (Projeto Isolado);não;não;RONE ROSA MARTINS (SERVIDOR - Colaborador), THIAGO FERNANDO SANT ANNA E SILVA (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;04/08/2017;07/08/2017 a 31/12/2017;
PI0340-2017;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;Uso de jogos interativos como ferramenta para treinamento cognitivo do público senescente;Ciências Exatas e da Terra - Ciência da Computação, Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação;Sem Vínculo (Projeto Isolado);não;não;DIMAS ANTONIO ROSA JÚNIOR (DISCENTE - Colaborador), GABRIEL SANTOS RESENDE (DISCENTE - Colaborador), GUSTAVO EVANGELISTA ARAUJO (DISCENTE - Colaborador), LEANDRO AGOSTINI DO AMARAL (EXTERNO - Colaborador), LUANNA LOPES LOBATO (DOCENTE - Vice-coodernador), LUCAS AVILA OLIVEIRA (DISCENTE - Colaborador), MARCIO ANTONIO DUARTE (DOCENTE - Colaborador), MATHEUS MATOS MACHADO (DISCENTE - Colaborador), RAFAEL ZEFERINO ROSSI (DISCENTE - Colaborador), THIAGO JABUR BITTAR (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);16/03/2017;16/03/2017 a 31/12/2020;
PI01569-2017;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Implementação do Setor de Peixes no biotério do IPTSP: manutenção, manejo e reprodução do sistema-modelo zebrafish (Danio rerio);Ciências Biológicas - Farmacologia - Toxicologia, Ciências da Saúde - Farmácia - Análise Toxicológica;Sem Vínculo (Projeto Isolado);não;não;ANDRE CORREA AMARAL (DOCENTE - Colaborador), CARLA AFONSO DA SILVA (DOCENTE - Colaborador), DANIEL SILVA GOULART (SERVIDOR - Colaborador), DOUGLAS DOS SANTOS SILVA (DISCENTE - Colaborador), FLAVIA APARECIDA DE OLIVEIRA (DOCENTE - Colaborador), GABRIEL QUALHATO (DISCENTE - Colaborador), JOÃO MARCOS DE LIMA FARIA (DISCENTE - Colaborador), JOÃO PAULO DE CASTRO COTRIM (DISCENTE - Colaborador), JOSE DANIEL GONCALVES VIEIRA (DOCENTE - Colaborador), LILIANA BORGES DE MENEZES LEITE (DOCENTE - Colaborador), LILIAN CARLA CARNEIRO (DOCENTE - Colaborador), LUCAS NUNES GUIMARÃES (DISCENTE - Colaborador), LUCIANA CORRÊA AMADOR (DISCENTE - Colaborador), MONICA RODRIGUES FERREIRA MACHADO (DOCENTE - Colaborador), NICOLAS GOMES PEDREIRA (DISCENTE - Colaborador), PAULO ROBERTO FLEURY FERNANDES DE OLIVEIRA (DISCENTE - Colaborador), RAYLANE PEREIRA GOMES (DISCENTE - Colaborador), SIMONE MARIA TEIXEIRA DE SABOIA MORAIS (DOCENTE - Colaborador), THIAGO LOPES ROCHA (DOCENTE - Coordenador), VICTORIA COSTA DA SILVA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);12/06/2017;30/06/2017 a 31/12/2020;
PI01713-2017;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Programa de biomonitoramento do Ribeirão João Leite através de biomarcadores em organismos aquáticos (BIOLACQUA-CERRADO);Ciências Biológicas - Biologia Geral, Ciências Biológicas - Morfologia - Citologia e Biologia Celular, Ciências Biológicas - Farmacologia - Toxicologia;Sem Vínculo (Projeto Isolado);não;sim;DANIELA DE MELO E SILVA (DOCENTE - Colaborador), DOUGLAS DOS SANTOS SILVA (DISCENTE - Colaborador), GABRIEL QUALHATO (SERVIDOR - Colaborador), JOÃO MARCOS DE LIMA FARIA (DISCENTE - Colaborador), KATIA ALCIONE KOPP (DOCENTE - Colaborador), LILIAN CARLA CARNEIRO (DOCENTE - Colaborador), LUNARA KENIDA LESSA MARTINS (DISCENTE - Colaborador), NICOLAS GOMES PEDREIRA (DISCENTE - Colaborador), PAULO ROBERTO FLEURY FERNANDES DE OLIVEIRA (DISCENTE - Colaborador), RAYLANE PEREIRA GOMES (DISCENTE - Colaborador), SIMONE MARIA TEIXEIRA DE SABOIA MORAIS (DOCENTE - Vice-coodernador), THIAGO LOPES ROCHA (DOCENTE - Coordenador), VICTORIA COSTA DA SILVA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/09/2017;01/07/2017 a 31/12/2019;
PI092-2017;UNID. ACAD. ESP/MATEMATICA E TECNOLOGI;O Ensino de Estatística com o Auxílio da Planilha Eletrônica;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Com Programa de Pós-graduação da UFG;não;sim;KLEBER DUARTE DE MORAES (DISCENTE - Vice-coodernador), THIAGO PORTO DE ALMEIDA FREITAS (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;20/02/2017;02/01/2017 a 31/07/2017;
PI01716-2017;UNID. ACAD. ESP/MATEMATICA E TECNOLOGI;INVESTIGAÇÃO DO USO DE AMBIENTES GRÁFICOS NO ENSINO DE FUNÇÕES ELEMENTARES NO ENSINO MÉDIO: EXPLORANDO O SOFTWARE GEOGEBRA  ;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Com Programa de Pós-graduação da UFG;não;sim;DAVID MARTINS RAMOS (DISCENTE - Vice-coodernador), THIAGO PORTO DE ALMEIDA FREITAS (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;06/09/2017;02/05/2017 a 31/10/2017;
PI02081-2017;FACULDADE DE FILOSOFIA;LÓGICA TRANSCENDENTAL OU TRANSCENDÊNCIA LÓGICA:   HEGEL, FICHTE E O PROBLEMA DO CONHECIMENTO IMEDIATO  ;Ciências Humanas - Filosofia - História da Filosofia, Ciências Humanas - Filosofia - Epistemologia;Com Programa de Pós-graduação da UFG;não;não;LEONARDO SIQUEIRA GONÇALVES (DISCENTE - Colaborador), THIAGO SUMAN SANTORO (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;20/12/2017;01/08/2017 a 31/08/2018;
PI02204-2017;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;A PERCEPÇÃO DOS COMUNICADORES QUE ATUAM NAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR EM GOIÁS SOBRE COMUNICAÇÃO PÚBLICA;Ciências Sociais Aplicadas - Comunicação - Teoria da Comunicação;Com Programa de Pós-graduação da UFG;não;não;STEPHANIE SILVA JUSTINO (DISCENTE - Colaborador), TIAGO MAINIERI DE OLIVEIRA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);15/02/2018;15/03/2017 a 29/03/2019;
PV01190-2017;INSTITUTO DE MATEMATICA E ESTATISTICA;ESTATÍSTICA GRADIENTE E TEORIA ASSINTÓTICA DE ALTA ORDEM;Ciências Exatas e da Terra - Probabilidade e Estatística, Ciências Exatas e da Terra - Probabilidade e Estatística - Estatística, Ciências Exatas e da Terra - Probabilidade e Estatística - Estatística - Inferência Paramétrica;Tipo de vínculo desconhecido;não;não;TIAGO MOREIRA VARGAS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/04/2017;17/04/2017 a 31/07/2023;
PI0198-2017;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;A FIGURA DO PROFESSOR NA LITERATURA BRASILEIRA  PRIMEIROS MOMENTOS;Lingüística, Letras e Artes - Letras - Literatura Brasileira;Com Programa de Pós-graduação da UFG;não;não;RAFAEL ALFREDO MARTINS SOARES (DISCENTE - Colaborador), RITA DE CASSIA DUARTE SILVA (DISCENTE - Colaborador), ULYSSES ROCHA FILHO (DOCENTE - Coordenador), WALISSON HENRIQUE COELHO BORGES (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);04/03/2017;03/03/2014 a 03/04/2020;
;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;ASPECTOS ANATÔMICOS, HISTOLÓGICOS E ULTRAESTRUTURAIS DO CÉREBRO E MENINGES DE Alouatta belzebul;Ciências Biológicas - Morfologia - Histologia, Ciências Biológicas - Morfologia - Anatomia - Anatomia Animal;Com Programa de Pós-graduação da UFG;não;não;DAYANE KELLY SABEC PEREIRA (DISCENTE - Vice-coodernador), KLEBER FERNANDO PEREIRA (DOCENTE - Vice-coodernador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Coordenador);EXCLUÍDO;27/06/2017;01/11/2017 a 01/11/2021;
PI01179-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;LASER DE BAIXA POTÊNCIA EM DOSES DECRESCENTES NA CICATRIZAÇÃO DE PELE EM RATOS;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Cirúrgica Animal;Com Programa de Pós-graduação da UFG;não;não;GUILHERME PINHEIRO SANTOS (DISCENTE - Colaborador), GUSTAVO HENRIQUE MARQUES ARAUJO (DOCENTE - Colaborador), JULIA DE MIRANDA MORAES (DOCENTE - Colaborador), LARISSA CAROLINE CORDEIRO DE ANDRADE (DISCENTE - Colaborador), LEINY PAULA DE OLIVEIRA (DISCENTE - Colaborador), LORENA DAMASIO CARDOSO (DISCENTE - Vice-coodernador), LUCAS JOSÉ SANTOS MASCARENHAS (DISCENTE - Colaborador), RODRIGO PASCHOAL PRADO (DOCENTE - Colaborador), ROGERIO ELIAS RABELO (DOCENTE - Colaborador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Coordenador);PENDENTE;20/04/2017;01/06/2017 a 30/06/2021;
PI01568-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;EFEITO DO LASER DE BAIXA POTÊNCIA EM DOSES CRESCENTES NO PROCESSO DE CICATRIZAÇÃO CUTÂNEA EM RATOS;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Cirúrgica Animal, Ciências Agrárias - Medicina Veterinária - Patologia Animal;Com Programa de Pós-graduação da UFG;não;não;ANGÉLICA DE LIMA DAS CHAGAS (DISCENTE - Colaborador), DIEGO PEREIRA DE ARAÚJO (DISCENTE - Colaborador), GUILHERME PINHEIRO SANTOS (DISCENTE - Colaborador), GUSTAVO HENRIQUE MARQUES ARAUJO (DOCENTE - Colaborador), ISABELA RODRIGUES ARAÚJO (DISCENTE - Colaborador), JULIA DE MIRANDA MORAES (DOCENTE - Colaborador), LARISSA CAROLINE CORDEIRO DE ANDRADE (DISCENTE - Colaborador), LEINY PAULA DE OLIVEIRA (DISCENTE - Vice-coodernador), LILIANA BORGES DE MENEZES LEITE (DOCENTE - Vice-coodernador), LUCAS JOSÉ SANTOS MASCARENHAS (DISCENTE - Colaborador), MARA TAÍS DE CARVALHO (DISCENTE - Colaborador), MARINA PACHECO MIGUEL (DOCENTE - Colaborador), ROGERIO ELIAS RABELO (DOCENTE - Colaborador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Coordenador);EM ANDAMENTO;12/06/2017;01/08/2017 a 01/08/2019;
PI01596-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;ASPECTOS ANATÔMICOS, HISTOLÓGICOS E ULTRAESTRUTURAIS DO CÉREBRO E MENINGES DE Alouatta belzebul;Ciências Biológicas - Morfologia - Histologia, Ciências Biológicas - Morfologia - Anatomia - Anatomia Animal;Com Programa de Pós-graduação da UFG;não;sim;DAYANE KELLY SABEC PEREIRA (DISCENTE - Vice-coodernador), KLEBER FERNANDO PEREIRA (DOCENTE - Vice-coodernador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);28/06/2017;13/03/2017 a 13/03/2021;
PI02803-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;BIOCOMPATIBILIDADE DE CARTILAGENS ELÁSTICAS BOVINAS TRATADAS EM SOLUÇÃO ALCALINA EM RATOS;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Cirúrgica Animal;Com Programa de Pós-graduação da UFG;não;sim;DIEGO PEREIRA DE ARAÚJO (DISCENTE - Vice-coodernador), GUSTAVO HENRIQUE MARQUES ARAUJO (DOCENTE - Colaborador), LEINY PAULA DE OLIVEIRA (DISCENTE - Colaborador), LILIANA BORGES DE MENEZES LEITE (DOCENTE - Colaborador), VALCINIR ALOISIO SCALLA VULCANI (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;25/07/2018;24/07/2017 a 24/12/2018;
PV027-2017;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;CONSTITUINDO HISTORICAMENTE SUJEITOS SOCIAIS: HISTÓRIA,  IMAGINÁRIO SOCIAL E REPRESENTAÇÕES CULTURAIS NA LITERATURA ESCOLAR E FICCIONAL BRASILEIRA NOS SÉCULOS XIX E XX   ;Ciências Humanas - História - História do Brasil - História do Brasil Império, Ciências Humanas - História - História do Brasil - História do Brasil República;Com Grupo de Pesquisa;não;não;ANDRESA MARIA DOS SANTOS (DISCENTE - Colaborador), VALDECI REZENDE BORGES (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);14/02/2017;12/09/2013 a 31/12/2018;
PV029-2017;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;IMAGINÁRIO E REPRESENTAÇÕES SOCIAIS NA CULTURA ESCRITA BRASILEIRA;Ciências Humanas - História - História do Brasil - História do Brasil Império, Ciências Humanas - História - História do Brasil - História do Brasil República;Com Grupo de Pesquisa;não;não;ELMAR SEVERINO RIBEIRO JUNIOR (DISCENTE - Colaborador), VALDECI REZENDE BORGES (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);14/02/2017;14/02/2017 a 31/12/2018;
PI0843-2017;INSTITUTO DE MATEMATICA E ESTATISTICA;SISTEMAS DE PARTÍCULAS INTERAGENTES E MODELAGEM ESTOCÁSTICA;Ciências Exatas e da Terra - Probabilidade e Estatística - Probabilidade - Processos Estocásticos Especiais;Tipo de vínculo desconhecido;não;não;VALDIVINO VARGAS JUNIOR (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);13/04/2017;01/06/2017 a 31/07/2023;
PI0354-2017;FACULDADE DE FARMACIA;PRODUÇÃO DE COMPOSTOS BIOATIVOS POTENCIALMENTE ANTIDIABÉTICOS, ANTIFÚNGICOS, ANTITUMORAIS E BIOINSETICIDAS ISOLADOS DE FUNGOS DO CERRADO GOIANO    ;Ciências da Saúde - Farmácia;Sem Vínculo (Projeto Isolado);não;não;ANA KAROLINE SOUZA PINHEIRO (DISCENTE - Colaborador), BONIEK GONTIJO VAZ (DOCENTE - Colaborador), DOUGLAS VIEIRA THOMAZ (DISCENTE - Colaborador), ENEIDA FRANCO VENCIO (DOCENTE - Colaborador), EVILANNA LIMA ARRUDA (DISCENTE - Colaborador), KAMILA BOHNE JAPIASSU (DISCENTE - Colaborador), KELLY CAROLINA FRAUZINO ARAÚJO CORDEIRO (DISCENTE - Colaborador), NAIARA RAICA LOPES DE OLIVEIRA (SERVIDOR - Colaborador), NELSON JORGE DA SILVA JÚNIOR (EXTERNO - Colaborador), ORIONALDA FATIMA LISBOA FERNANDES (DOCENTE - Colaborador), PAULA LETÍCIA DE MELO SOUZA (DISCENTE - Colaborador), RAÍZA GUIMARÃES COSTA (DISCENTE - Colaborador), VALERIA DE OLIVEIRA (DOCENTE - Coordenador), WOLF CHRISTIAN LUZ (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);17/03/2017;15/03/2017 a 15/03/2020;
PI01984-2017;ESCOLA DE VETERINARIA E ZOOTECNIA;PERFIS DE RESISTÊNCIA FENOTÍPICO E GENOTÍPICO DE Salmonella sp ISOLADAS DE AMOSTRAS AVÍCOLAS DE FEIRAS DE GOIÂNIA.  ;Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Infecciosas de Animais;Com Programa de Pós-graduação da UFG;não;não;CLARA MORATO DIAS (DISCENTE - Colaborador), MARCOS BARCELLOS CAFE (DOCENTE - Colaborador), MARIA AUXILIADORA ANDRADE (DOCENTE - Colaborador), PEDRO HENRIQUE PEREIRA DE QUEIROZ (SERVIDOR - Colaborador), STANISLAU PARREIRA CARDOZO (DISCENTE - Colaborador), VALERIA DE SA JAYME (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);06/12/2017;17/07/2017 a 08/03/2019;
PV0898-2017;FACULDADE DE ENFERMAGEM;ANÁLISE DAS CONDIÇÕES DE SAÚDE E DAS PRÁTICAS DE AUTOCUIDADO DE PESSOAS DIABETICAS EM USO DE INSULINA USUÁRIOS DA ATENÇÃO SECUNDÁRIA;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública;Com Grupo de Pesquisa;não;sim;ADRIANE CODEVILLA MATA (EXTERNO - Colaborador), ANA CAROLINY FARIA ALVES (DISCENTE - Colaborador), DANIELA GONÇALVES BARROS (DISCENTE - Colaborador), DANIELLA MOREIRA DIAS (DISCENTE - Colaborador), ERIKA APARECIDA DA SILVEIRA (DOCENTE - Colaborador), HELINY CARNEIRO CUNHA NEVES (DOCENTE - Colaborador), JOICE MARIELLE MATOS DA SILVA (DISCENTE - Colaborador), JOYCE SOUZA LEMES (DISCENTE - Colaborador), KÁSSYLLA FERREIRA DOS SANTOS (DISCENTE - Colaborador), SUELEN GOMES MALAQUIAS (DOCENTE - Colaborador), VALERIA PAGOTTO (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);14/04/2017;16/01/2017 a 31/12/2020;
